0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
163	18.465834
501	131.85172
519	142.15517
567	173.60777
571	176.53041
562	170.02588
572	177.26913
282	46.58753
242	36.178696
0	0.0
390	81.26226
563	170.73605
583	185.61697
647	243.87437
598	197.69685
623	219.8432
577	181.01256
596	196.03716
544	157.75017
592	192.764
528	147.58789
567	173.60777
542	156.4429
577	181.01256
570	175.7949
582	184.84087
606	204.49474
625	221.7351
633	229.49672
609	207.11171
603	201.91519
629	225.5765
594	194.39294
621	217.97012
621	217.97012
650	247.0957
663	261.6752
656	253.69637
663	261.6752
620	217.04054
649	246.01619
633	229.49672
643	239.65837
644	240.70403
652	249.2722
643	239.65837
639	235.53017
616	213.36794
596	196.03716
611	208.87752
633	229.49672
650	247.0957
647	243.87437
530	148.82208
470	115.67919
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
0	0.0
